Playlist Name,Song,Artist,Full Artist,Album
BHAGWAN🙏🏻,Har Har Shambhu Shiv Mahadeva,Jeetu Sharma,"Jeetu Sharma, Abhilipsa Panda",Har Har Shambhu Shiv Mahadeva
BHAGWAN🙏🏻,Woh Kisna Hai,Sukhwinder Singh,"Sukhwinder Singh, Ayesha Darbar, S. Shailaja",Kisna (Original Motion Picture Soundtrack)
BHAGWAN🙏🏻,Soja Zara,Madhushree,"Madhushree, Manoj Muntashir",Bahubali- The Conclusion (Original Motion Picture Soundtrack)
BHAGWAN🙏🏻,Jay,Kailash Kher,"Kailash Kher, Manoj Muntashir",Bahubali- The Conclusion (Original Motion Picture Soundtrack)
BHAGWAN🙏🏻,Hare Ram Hare Ram Ram Ram Hare Hare,Mahesh Hiremath,Mahesh Hiremath,Hare Ram Hare Ram Ram Ram Hare Hare (Full Energetic Beats)
.,Kya Mujhe Pyar Hai,Pritam,"Pritam, KK, Neelesh Misra",Woh Lamhe
.,Samjhawan,Jawad Ahmad,"Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",Samjhawan
.,Jeene Laga Hoon,Sachin-Jigar,"Sachin-Jigar, Atif Aslam, Shreya Ghoshal",Ramaiya Vastavaiya (Original Motion Picture Soundtrack)
.,Tera Hone Laga Hoon,Pritam,"Pritam, Atif Aslam, Alisha Chinai",Best of Romance: Atif Aslam
.,Maula Mere Maula,Roop Kumar Rathod,Roop Kumar Rathod,Anwar (Original Motion Picture Soundtrack)
.,Rozana,Shreya Ghoshal,"Shreya Ghoshal, Rochak Kohli, Manoj Muntashir","Rozana (From ""Naam Shabana"")"
.,Hawayein,Pritam,"Pritam, Arijit Singh",Jab Harry Met Sejal (Original Motion Picture Soundtrack)
.,Tumse Hi Tumse,Vishal-Shekhar,"Vishal-Shekhar, Shekhar Ravjiani, Caralisa Monteiro",Anjaana Anjaani
.,Ishq Hua,Salim–Sulaiman,"Salim–Sulaiman, Sonu Nigam, Shreya Ghoshal, Jaideep Sahni",Aaja Nachle
.,Guzarish,Javed Ali,Javed Ali,Ar Rahman Musique
.,Pal Pal Dil Ke Paas,Arijit Singh,"Arijit Singh, Parampara Thakur, Sachet-Parampara, Siddharth - Garima","Pal Pal Dil Ke Paas - Title Track (From ""Pal Pal Dil Ke Paas"")"
.,Teri Meri Kahaani,Palak Muchhal,"Palak Muchhal, Manoj Yadav, Arijit Singh",Gabbar Is Back (Original Motion Picture Soundtrack)
.,Pee Loon,Pritam,"Pritam, Mohit Chauhan, Irshad Kamil",Once Upon A Time In Mumbaai
.,Sawan Aaya Hai,Tony Kakkar,"Tony Kakkar, Arijit Singh",Creature 3D
.,Raataan Lambiyan,Tanishk Bagchi,"Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","Raataan Lambiyan (From ""Shershaah"")"
.,Sab Tera,Armaan Malik,"Armaan Malik, Shraddha Kapoor",2016 Shining Star - Armaan Malik
.,Manwa Laage,Vishal-Shekhar,"Vishal-Shekhar, Shreya Ghoshal, Arijit Singh, Irshad Kamil",Happy New Year
.,Zaalima,Arijit Singh,"Arijit Singh, Harshdeep Kaur",Raees (Original Motion Picture Soundtrack)
.,Teri Ore,Pritam,"Pritam, Rahat Fateh Ali Khan, Shreya Ghoshal, Mayur Puri",Singh Is Kinng (Original Motion Picture Soundtrack)
Priyanshi + Akshita,Marjaawaan,Gurnazar,"Gurnazar, Asees Kaur",Marjaawaan - BellBottom
Priyanshi + Akshita,Faasle,Kaavish,"Kaavish, Quratulain Balouch",Coke Studio Season 10: Episode 2
Priyanshi + Akshita,Khat,Navjot Ahuja,Navjot Ahuja,Khat
Priyanshi + Akshita,Feeling Good,Michael Bublé,Michael Bublé,It's Time (20th Anniversary Deluxe Edition)
Priyanshi + Akshita,Mere Bina,Pritam,"Pritam, Nikhil D'Souza",Crook (Original Motion Picture Soundtrack)
Priyanshi + Akshita,Pehli Dafa,Atif Aslam,"Atif Aslam, Shiraz Uppal, Shakeel Sohail",Pehli Dafa
Priyanshi + Akshita,Stuck with U,Ariana Grande,"Ariana Grande, Justin Bieber",Stuck with U
Priyanshi + Akshita,Kiss Me More,Doja Cat,"Doja Cat, SZA",Planet Her
Priyanshi + Akshita,Bandook Meri Laila,Ash King,"Ash King, Jigar Saraiya, Sachin-Jigar, Raftaar, Sidharth Malhotra","Bandook Meri Laila (From ""A Gentleman"")"
Priyanshi + Akshita,Jatt Ludhiyane Da,Vishal-Shekhar,"Vishal-Shekhar, Payal Dev, Vishal Dadlani",Student of the Year 2 (Original Motion Picture Soundtrack)
Priyanshi + Akshita,We Don't Talk Anymore,Charlie Puth,"Charlie Puth, Selena Gomez",Nine Track Mind (Special Edition)
Priyanshi + Akshita,Closer,The Chainsmokers,"The Chainsmokers, Halsey",Closer
Priyanshi + Akshita,Mast Magan,Arijit Singh,"Arijit Singh, Chinmayi",Love Dose Arijit Singh
Priyanshi + Akshita,Thodi Der,Farhan Saeed,"Farhan Saeed, Shreya Ghoshal, Kumaar",Best Of Shreya Ghoshal
Priyanshi + Akshita,Pehla Pyaar,Armaan Malik,Armaan Malik,Armaan Malik - The Musical Archduke
Priyanshi + Akshita,Channa Ve,Mansheel Gujral,"Mansheel Gujral, Akhil Sachdeva","Channa Ve (From ""Bhoot - Part One: The Haunted Ship"" / Original Motion Picture Soundtrack)"
Priyanshi + Akshita,Kithe Reh Gaya,Neeti Mohan,"Neeti Mohan, Abhijit Vaghani",Kithe Reh Gaya
Priyanshi + Akshita,Sheesha,Mitta Ror,"Mitta Ror, Swara Verma",Sheesha (Aakhya Mai Aakh Ghali Jo Bairan)
Priyanshi + Akshita,Ibadatein,Rito Riba,"Rito Riba, Siddhant Kaushal",Ibadatein
Priyanshi + Akshita,Baawra,Kushagra,"Kushagra, Tanishka Bahl, Akash Rajput",Baawra
Priyanshi + Akshita,Sunsetz,Cigarettes After Sex,Cigarettes After Sex,Cigarettes After Sex
Priyanshi + Akshita,deja vu,Olivia Rodrigo,Olivia Rodrigo,SOUR
Priyanshi + Akshita,Night Changes,One Direction,One Direction,FOUR (Deluxe)
Priyanshi + Akshita,Dandelions,Ruth B.,Ruth B.,Safe Haven
Priyanshi + Akshita,Everything,Michael Bublé,Michael Bublé,Call Me Irresponsible
Priyanshi + Akshita,I Want It That Way,Backstreet Boys,Backstreet Boys,Millennium
Priyanshi + Akshita,Photograph,Ed Sheeran,Ed Sheeran,x (Wembley Edition)
Priyanshi + Akshita,Meri Kahani,Atif Aslam,Atif Aslam,Meri Kahani
Priyanshi + Akshita,Zulfein,Mehul Mahesh,"Mehul Mahesh, Dj AYnik",Zulfein
Priyanshi + Akshita,Dil To Bachcha Hai,Rahat Fateh Ali Khan,Rahat Fateh Ali Khan,Soulful Songs Of Rahat Fateh Ali Khan
Priyanshi + Akshita,Ishq Bulaava,Vishal-Shekhar,"Vishal-Shekhar, Sanam Puri, Shipra Goyal",Hasee Toh Phasee (Original Motion Picture Soundtrack)
Priyanshi + Akshita,Mera Mann Kehne Laga,Falak Shabbir,Falak Shabbir,Latest Songs Of Ayushmann Khurrana
Priyanshi + Akshita,I Love You,Pritam,"Pritam, Ash King, Clinton Cerejo",Bodyguard
Priyanshi + Akshita,Zaalima,Arijit Singh,"Arijit Singh, Harshdeep Kaur",The Arijit Singh Collection
Priyanshi + Akshita,Guzarish,A.R. Rahman,"A.R. Rahman, Javed Ali, Prasoon Joshi",Ghajini
Priyanshi + Akshita,Counting Stars,OneRepublic,OneRepublic,Native
Priyanshi + Akshita,Treat You Better,Shawn Mendes,Shawn Mendes,Illuminate
Priyanshi + Akshita,Baby,Justin Bieber,"Justin Bieber, Ludacris",My World 2.0
Priyanshi + Akshita,Attention,Charlie Puth,Charlie Puth,Voicenotes
Priyanshi + Akshita,Saiyaara,Sohail Sen,"Sohail Sen, Mohit Chauhan, Tarannum Malik Jain, Kausar Munir",Ek Tha Tiger
Priyanshi + Akshita,Hua Hain Aaj Pehli Baar,Amaal Mallik,"Amaal Mallik, Manoj Yadav, Armaan Malik, Palak Muchhal",Sanam Re
Priyanshi + Akshita,Aa Zara,Sunidhi Chauhan,"Sunidhi Chauhan, Sangeet & Siddharth, Kumaar",Murder 2
Priyanshi + Akshita,Pink Lips,Meet Bros Anjjan,"Meet Bros Anjjan, Khushboo Grewal",Hate Story 2
Priyanshi + Akshita,Espresso,Sabrina Carpenter,Sabrina Carpenter,Short n' Sweet
Priyanshi + Akshita,Cruel Summer,Taylor Swift,Taylor Swift,Lover
Priyanshi + Akshita,Sahiba,Jasleen Royal,"Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma",Sahiba
Priyanshi + Akshita,Ishq Hai,Anurag Saikia,"Anurag Saikia, Raj Shekhar, Romy, Amarabha Banerjee, Varun Jain, Madhubanti Bagchi, Mismatched - Cast",Mismatched: Season 3 (Soundtrack from the Netflix Series)
Priyanshi + Akshita,Ishq,Faheem Abdullah,"Faheem Abdullah, Rauhan Malik, Amir Ameer",Lost;Found
Priyanshi + Akshita,Finding Her,Kushagra,"Kushagra, Bharath, Saaheal",Finding Her
Priyanshi + Akshita,Abhi Abhi,KK,KK,Teri Yaadon Mein - K.K.
Akshita + 4 others,Ek Din Aap,Kumar Sanu,"Kumar Sanu, Alka Yagnik",Yes Boss (Original Motion Picture Soundtrack)
Akshita + 4 others,Bolo Na,Shantanu Moitra,"Shantanu Moitra, Medha Shankr",12th Fail
Akshita + 4 others,Bolo Na,Shantanu Moitra,"Shantanu Moitra, Shaan, Shreya Ghoshal","Bolo Na (From ""12th Fail"")"
Akshita + 4 others,Mann Ki Lagan,Rahat Fateh Ali Khan,Rahat Fateh Ali Khan,Paap
Akshita + 4 others,Mera Yaar,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Javed Bashir",Bhaag Milkha Bhaag (Original Motion Picture Soundtrack)
Akshita + 4 others,Rozana,Shreya Ghoshal,"Shreya Ghoshal, Rochak Kohli, Manoj Muntashir","Rozana (From ""Naam Shabana"")"
Akshita + 4 others,Aashiqui,Mithoon,Mithoon,Aashiqui 2
Akshita + 4 others,Bekhayali,Sachet Tandon,"Sachet Tandon, Sachet-Parampara, Irshad Kamil",Kabir Singh
Akshita + 4 others,Kaise Hua,Vishal Mishra,"Vishal Mishra, Manoj Muntashir",Kabir Singh
Akshita + 4 others,Duaa,Vishal-Shekhar,"Vishal-Shekhar, Nandini Srikar, Arijit Singh",Shanghai
Akshita + 4 others,Kaun Mera,Papon,Papon,Special 26
Akshita + 4 others,Nazar Laaye,A.R. Rahman,"A.R. Rahman, Rashid Ali, Neeti Mohan",Raanjhanaa (Original Motion Picture Soundtrack)
Akshita + 4 others,Aadha Ishq,Salim–Sulaiman,"Salim–Sulaiman, Shreya Ghoshal, Amitabh Bhattacharya",Band Baaja Baaraat
Akshita + 4 others,Tum Jo Aaye,Pritam,"Pritam, Rahat Fateh Ali Khan, Tulsi Kumar, Irshad Kamil",Once Upon A Time In Mumbaai
Akshita + 4 others,Bheegi Si Bhaagi Si,Pritam,"Pritam, Mohit Chauhan, Antara Mitra",Raajneeti (Original Motion Picture Soundtrack)
Akshita + 4 others,Pehli Dafa,Atif Aslam,"Atif Aslam, Shiraz Uppal, Shakeel Sohail",Pehli Dafa
Akshita + 4 others,Tu Hi Meri Shab Hai,Pritam,"Pritam, KK",Gangster (Original Motion Picture Soundtrack)
Akshita + 4 others,Phir Bhi Tumko Chaahunga,Mithoon,"Mithoon, Manoj Muntashir, Arijit Singh, Shashaa Tirupati",The Arijit Singh Collection
Akshita + 4 others,Abhi Kuch Dino Se,Pritam,"Pritam, Mohit Chauhan",Dil Toh Baccha Hai Ji
Akshita + 4 others,Dil To Bachcha Hai,Rahat Fateh Ali Khan,Rahat Fateh Ali Khan,Soulful Songs Of Rahat Fateh Ali Khan
Akshita + 4 others,Kya Mujhe Pyar Hai,Pritam,"Pritam, KK, Neelesh Misra",Woh Lamhe
Akshita + 4 others,Aaoge Jab Tum,Rashid Khan,"Rashid Khan, Sandesh Shandilya, Faaiz Anwar",Jab We Met
Akshita + 4 others,Tu Hi Mera,Pritam,"Pritam, Shafqat Amanat Ali, Sayeed Quadri",Jannat 2 (Original Motion Picture Soundtrack)
Akshita + 4 others,Bahara,Vishal-Shekhar,"Vishal-Shekhar, Shreya Ghoshal, Sona Mohapatra",I Hate Luv Storys (Original Motion Picture Soundtrack)
Akshita + 4 others,Zara Zara,Bombay Jayashri,Bombay Jayashri,Rehnaa Hai Terre Dil Mein
Akshita + 4 others,Saibo,Sachin-Jigar,"Sachin-Jigar, Shreya Ghoshal, Tochi Raina",Shor in the City (Original Motion Picture Soundtrack [Deluxe Edition])
Akshita + 4 others,Guzarish,A.R. Rahman,"A.R. Rahman, Javed Ali, Prasoon Joshi",Ghajini
Akshita + 4 others,Tune Jo Na Kaha,Pritam,"Pritam, Mohit Chauhan, Sandeep Shrivastava",30 Hits of Pritam
Akshita + 4 others,Sajdaa,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Shankar Mahadevan, Richa Sharma",My Name Is Khan (Original Motion Picture Soundtrack [Deluxe Edition])
Akshita + 4 others,Labon Ko,Pritam,"Pritam, KK, Sayeed Quadri",Bhool Bhulaiyaa
Akshita + 4 others,In Dino,Pritam,"Pritam, Soham, Sayeed Quadri",Life In A Metro (Original Motion Picture Soundtrack)
Akshita + 4 others,Tum Tak,A.R. Rahman,"A.R. Rahman, Javed Ali, KIRTI SAGATHIA, Pooja AV",Raanjhanaa (Original Motion Picture Soundtrack)
Akshita + 4 others,Isq Risk,Sohail Sen,"Sohail Sen, Rahat Fateh Ali Khan, Irshad Kamil",Mere Brother Ki Dulhan
Akshita + 4 others,Ishq Bulaava,Vishal-Shekhar,"Vishal-Shekhar, Sanam Puri, Shipra Goyal",Hasee Toh Phasee (Original Motion Picture Soundtrack)
Akshita + 4 others,Dildaara,Vishal-Shekhar,"Vishal-Shekhar, Shafqat Amanat Ali, Kumaar",Ra-One
Akshita + 4 others,Masakali,Mohit Chauhan,"Mohit Chauhan, A.R. Rahman, Prasoon Joshi",Delhi-6
Akshita + 4 others,Daryaa,Amit Trivedi,"Amit Trivedi, Ammy Virk, Shahid Mallya, Shellee",Manmarziyaan (Original Motion Picture Soundtrack)
Akshita + 4 others,Hale Dil,Harshit Saxena,"Harshit Saxena, Sayeed Quadri",Murder 2
Akshita + 4 others,Beete Lamhein Lofi Mix,KK,KK,Zindagi Do Pal Ki - K.K. All Time Hits
Akshita + 4 others,Bin Tere,Vishal-Shekhar,"Vishal-Shekhar, Shafqat Amanat Ali, Sunidhi Chauhan",I Hate Luv Storys (Original Motion Picture Soundtrack)
Akshita + 4 others,Dil Ibaadat,Pritam,"Pritam, KK, Sayeed Quadri",Tum Mile (Original Motion Picture Soundtrack)
Akshita + 4 others,Saudebazi,Pritam,"Pritam, Javed Ali",Aakrosh
Akshita + 4 others,Mast Magan,Arijit Singh,"Arijit Singh, Chinmayi",Groove With Arijit Singh
Akshita + 4 others,Bol Na Halke Halke,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Mahalakshmi Iyer, Gulzar",Jhoom Barabar Jhoom
Akshita + 4 others,Khuda Jaane,Vishal-Shekhar,"Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",Bachna Ae Haseeno
Akshita + 4 others,O Rangrez,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali",Bhaag Milkha Bhaag (Original Motion Picture Soundtrack)
Akshita + 4 others,Tere Naina,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Shafqat Amanat Ali",My Name Is Khan (Original Motion Picture Soundtrack)
Akshita + 4 others,Kithe Reh Gaya,Neeti Mohan,"Neeti Mohan, Abhijit Vaghani",Kithe Reh Gaya
Akshita + 4 others,Khat,Navjot Ahuja,Navjot Ahuja,Khat
Akshita + 4 others,Phir Se,Shashwat Sachdev,"Shashwat Sachdev, Arijit Singh, Irshad Kamil",Dhurandhar The Revenge
Arghadeep + Akshita,Steal My Girl,One Direction,One Direction,FOUR (Deluxe)
Arghadeep + Akshita,Khat,Navjot Ahuja,Navjot Ahuja,Khat
Arghadeep + Akshita,Replay,Iyaz,Iyaz,Replay
Arghadeep + Akshita,Stuck with U,Ariana Grande,"Ariana Grande, Justin Bieber",Stuck with U
Arghadeep + Akshita,Choo Lo,The Local Train,The Local Train,Aalas Ka Pedh
Arghadeep + Akshita,Mere Bina,Pritam,"Pritam, Nikhil D'Souza",Crook (Original Motion Picture Soundtrack)
Arghadeep + Akshita,KODAK,King,"King, Seedhe Maut",MONOPOLY MOVES
Arghadeep + Akshita,Mera Mann Kehne Laga,Falak Shabbir,Falak Shabbir,Latest Songs Of Ayushmann Khurrana
Arghadeep + Akshita,I Want It That Way,Backstreet Boys,Backstreet Boys,Millennium
Arghadeep + Akshita,Toxic,Britney Spears,Britney Spears,In The Zone
Arghadeep + Akshita,Closer,The Chainsmokers,"The Chainsmokers, Halsey",Closer
Arghadeep + Akshita,Sugar,Maroon 5,Maroon 5,V
Arghadeep + Akshita,Bandook Meri Laila,Ash King,"Ash King, Jigar Saraiya, Sachin-Jigar, Raftaar, Sidharth Malhotra","Bandook Meri Laila (From ""A Gentleman"")"
Arghadeep + Akshita,Dhundhala,Yashraj,"Yashraj, Dropped Out, Talwiinder",Dhundhala
Arghadeep + Akshita,Jatt Ludhiyane Da,Vishal-Shekhar,"Vishal-Shekhar, Payal Dev, Vishal Dadlani",Student of the Year 2 (Original Motion Picture Soundtrack)
Arghadeep + Akshita,Tere Nainon Mein,The Bilz & Kashif,The Bilz & Kashif,The Trinity
Arghadeep + Akshita,Treat You Better,Shawn Mendes,Shawn Mendes,Illuminate
Arghadeep + Akshita,Love Potions,BJ Lips,"BJ Lips, princess paparazzi",Cum n Cocaine
Arghadeep + Akshita,We Don't Talk Anymore,Charlie Puth,"Charlie Puth, Selena Gomez",Nine Track Mind (Special Edition)
Arghadeep + Akshita,What It Is,Doechii,"Doechii, Kodak Black",What It Is (Block Boy) (with Kodak Black)
Arghadeep + Akshita,Zaalima,Arijit Singh,"Arijit Singh, Harshdeep Kaur",The Arijit Singh Collection
Arghadeep + Akshita,Hua Hain Aaj Pehli Baar,Amaal Mallik,"Amaal Mallik, Manoj Yadav, Armaan Malik, Palak Muchhal",Sanam Re
Arghadeep + Akshita,Thodi Der,Farhan Saeed,"Farhan Saeed, Shreya Ghoshal, Kumaar",Best Of Shreya Ghoshal
Arghadeep + Akshita,Guzarish,A.R. Rahman,"A.R. Rahman, Javed Ali, Prasoon Joshi",Ghajini
Arghadeep + Akshita,Espresso,Sabrina Carpenter,Sabrina Carpenter,Short n' Sweet
Arghadeep + Akshita,Fame is a Gun,Addison Rae,Addison Rae,Addison
Arghadeep + Akshita,Cruel Summer,Taylor Swift,Taylor Swift,Lover
Arghadeep + Akshita,Stereo Love,Edward Maya,"Edward Maya, Vika Jigulina",Stereo Love
Arghadeep + Akshita,Zara Sa,Pritam,"Pritam, KK, Sayeed Quadri",Jannat (Original Motion Picture Soundtrack)
Arghadeep + Akshita,Mann Mera,Gajendra Verma,Gajendra Verma,Table No. 21 (Original Motion Picture Soundtrack)
Arghadeep + Akshita,Pehli Dafa,Atif Aslam,"Atif Aslam, Shiraz Uppal, Shakeel Sohail",Pehli Dafa
Arghadeep + Akshita,Pani Da Rang,Ayushmann Khurrana,"Ayushmann Khurrana, Rochak Kohli",Vicky Donor (Original Motion Picture Soundtrack)
Arghadeep + Akshita,Pink Lips,Meet Bros Anjjan,"Meet Bros Anjjan, Khushboo Grewal",Hate Story 2
Arghadeep + Akshita,Raat Ki Rani,Seedhe Maut,Seedhe Maut,SHAKTI
Arghadeep + Akshita,Sheesha,Mitta Ror,"Mitta Ror, Swara Verma",Sheesha (Aakhya Mai Aakh Ghali Jo Bairan)
Arghadeep + Akshita,Bom Diggy Diggy,Zack Knight,"Zack Knight, Jasmin Walia","Bom Diggy Diggy (From ""Sonu Ke Titu Ki Sweety"")"
Arghadeep + Akshita,Dooron Dooron,Paresh Pahuja,"Paresh Pahuja, Shiv Tandan, Meghdeep Bose",Dooron Dooron
Arghadeep + Akshita,Finding Her,Kushagra,"Kushagra, Bharath, Saaheal",Finding Her
Arghadeep + Akshita,Zulfein,Mehul Mahesh,"Mehul Mahesh, Dj AYnik",Zulfein
Arghadeep + Akshita,Ishq Sufiyana,Vishal-Shekhar,"Vishal-Shekhar, Kamal Khan",The Dirty Picture
Arghadeep + Akshita,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Divinely Uninspired To A Hellish Extent
Arghadeep + Akshita,Save Your Tears,The Weeknd,"The Weeknd, Ariana Grande",After Hours (Deluxe)
Arghadeep + Akshita,Photograph,Ed Sheeran,Ed Sheeran,x (Wembley Edition)
Arghadeep + Akshita,Memories,Maroon 5,Maroon 5,JORDI (Deluxe)
Arghadeep + Akshita,With You,AP Dhillon,AP Dhillon,With You
Arghadeep + Akshita,Apna Bana Le,Sachin-Jigar,"Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",Bhediya (Original Motion Picture Soundtrack)
Arghadeep + Akshita,Husn,Anuv Jain,Anuv Jain,Husn
Arghadeep + Akshita,Kabhi Kabhi Aditi,Rashid Ali,Rashid Ali,Jaane Tu... Ya Jaane Na
Arghadeep + Akshita,Dracula,Tame Impala,"Tame Impala, JENNIE",Dracula (Remix)
Arghadeep + Akshita,Stateside + Zara Larsson,PinkPantheress,"PinkPantheress, Zara Larsson",Fancy Some More?
pratyush + Akshita,Sukoon,Pratham Wavhal,Pratham Wavhal,Sukoon
pratyush + Akshita,Khat,Navjot Ahuja,Navjot Ahuja,Khat
pratyush + Akshita,muse to my grief,AV1K,AV1K,muse to my grief
pratyush + Akshita,Ibadatein,Rito Riba,"Rito Riba, Siddhant Kaushal",Ibadatein
pratyush + Akshita,Thodi Der,Farhan Saeed,"Farhan Saeed, Shreya Ghoshal, Kumaar",Best Of Shreya Ghoshal
pratyush + Akshita,Can't Help Falling in Love,Elvis Presley,Elvis Presley,Blue Hawaii
pratyush + Akshita,Itni Si Baat Hain,Arijit Singh,"Arijit Singh, Antara Mitra",Love Forever With Arijit Singh
pratyush + Akshita,Are You Bored Yet?,Wallows,"Wallows, Clairo",Nothing Happens
pratyush + Akshita,Bandook Meri Laila,Ash King,"Ash King, Jigar Saraiya, Sachin-Jigar, Raftaar, Sidharth Malhotra","Bandook Meri Laila (From ""A Gentleman"")"
pratyush + Akshita,Witchy,KAYTRANADA,"KAYTRANADA, Childish Gambino",TIMELESS
pratyush + Akshita,Jatt Ludhiyane Da,Vishal-Shekhar,"Vishal-Shekhar, Payal Dev, Vishal Dadlani",Student of the Year 2 (Original Motion Picture Soundtrack)
pratyush + Akshita,Halkat Jawani,Salim–Sulaiman,"Salim–Sulaiman, Sunidhi Chauhan",Heroine (Original Motion Picture Soundtrack)
pratyush + Akshita,Oh Girl You're Mine .,Tarun Sagar,"Tarun Sagar, Alyssa Mendonsa, Loy Mendonsa",Housefull
pratyush + Akshita,Pehli Dafa,Atif Aslam,"Atif Aslam, Shiraz Uppal, Shakeel Sohail",Pehli Dafa
pratyush + Akshita,Pehla Pyaar,Armaan Malik,Armaan Malik,Armaan Malik - The Musical Archduke
pratyush + Akshita,Kho Gaye,Taaruk Raina,"Taaruk Raina, Mismatched - Cast",Mismatched: Season 2 (Soundtrack from the Netflix Series)
pratyush + Akshita,Rang Lageya,Mohit Chauhan,"Mohit Chauhan, Rochak Kohli",Rang Lageya
pratyush + Akshita,Zulfein,Mehul Mahesh,"Mehul Mahesh, Dj AYnik",Zulfein
pratyush + Akshita,Sheesha,Mitta Ror,"Mitta Ror, Swara Verma",Sheesha (Aakhya Mai Aakh Ghali Jo Bairan)
pratyush + Akshita,Co2,Prateek Kuhad,Prateek Kuhad,The Way That Lovers Do
pratyush + Akshita,Finding Her,Kushagra,"Kushagra, Bharath, Saaheal",Finding Her
pratyush + Akshita,Daaye Baaye,Pratham Wavhal,Pratham Wavhal,Daaye Baaye
pratyush + Akshita,Jhoom,Ali Zafar,Ali Zafar,Jhoom
pratyush + Akshita,faas.la,AV1K,"AV1K, Johnten",faas.la
pratyush + Akshita,Mera Mann Kehne Laga,Falak Shabbir,Falak Shabbir,Latest Songs Of Ayushmann Khurrana
pratyush + Akshita,Night Changes,One Direction,One Direction,FOUR (Deluxe)
pratyush + Akshita,Burning Love,Elvis Presley,Elvis Presley,Elvis (Fool)
pratyush + Akshita,Stuck with U,Ariana Grande,"Ariana Grande, Justin Bieber",Stuck with U
pratyush + Akshita,Calling After Me,Wallows,Wallows,Model
pratyush + Akshita,Sunsetz,Cigarettes After Sex,Cigarettes After Sex,Cigarettes After Sex
pratyush + Akshita,Snap My Finger,KAYTRANADA,"KAYTRANADA, PinkPantheress",TIMELESS
pratyush + Akshita,Kiss Me More,Doja Cat,"Doja Cat, SZA",Planet Her
pratyush + Akshita,Gehra Hua,Shashwat Sachdev,"Shashwat Sachdev, Arijit Singh, Irshad Kamil, Armaan Khan",Dhurandhar
pratyush + Akshita,Kithe Reh Gaya,Neeti Mohan,"Neeti Mohan, Abhijit Vaghani",Kithe Reh Gaya
pratyush + Akshita,Pehli Nazar Mein,Atif Aslam,"Atif Aslam, Pritam",Best of Romance: Atif Aslam
pratyush + Akshita,Khuda Jaane,Vishal-Shekhar,"Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",Bachna Ae Haseeno
pratyush + Akshita,Aa Zara,Sunidhi Chauhan,"Sunidhi Chauhan, Sangeet & Siddharth, Kumaar",Murder 2
pratyush + Akshita,Pink Lips,Meet Bros Anjjan,"Meet Bros Anjjan, Khushboo Grewal",Hate Story 2
pratyush + Akshita,Ishq,Faheem Abdullah,"Faheem Abdullah, Rauhan Malik, Amir Ameer",Lost;Found
pratyush + Akshita,Sahiba,Jasleen Royal,"Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma",Sahiba
pratyush + Akshita,Baarish,Shashaa Tirupati,"Shashaa Tirupati, Ash King",Valentines Special
pratyush + Akshita,Sab Tera,Armaan Malik,"Armaan Malik, Shraddha Kapoor",Bollywood Romantic Songs With Armaan Malik
pratyush + Akshita,Marjaawaan,Gurnazar,"Gurnazar, Asees Kaur",Marjaawaan - BellBottom
pratyush + Akshita,Hum Dum,Ankit Tiwari,Ankit Tiwari,Shiddat
pratyush + Akshita,Closer,The Chainsmokers,"The Chainsmokers, Halsey",Closer
pratyush + Akshita,We Don't Talk Anymore,Charlie Puth,"Charlie Puth, Selena Gomez",Nine Track Mind (Special Edition)
pratyush + Akshita,Thug Le,Salim–Sulaiman,"Salim–Sulaiman, Vishal Dadlani, Shweta Pandit, Amitabh Bhattacharya",Ladies vs Ricky Bahl
pratyush + Akshita,Bebo,Anu Malik,"Anu Malik, Alisha Chinai",Kambakkht Ishq (Original Motion Picture Soundtrack)
pratyush + Akshita,Baby,Justin Bieber,"Justin Bieber, Ludacris",My World 2.0
pratyush + Akshita,I Want It That Way,Backstreet Boys,Backstreet Boys,Millennium
Adarsh + Akshita,Sajdaa,Shankar-Ehsaan-Loy,"Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Shankar Mahadevan, Richa Sharma",My Name Is Khan (Original Motion Picture Soundtrack [Deluxe Edition])
Adarsh + Akshita,Khat,Navjot Ahuja,Navjot Ahuja,Khat
Adarsh + Akshita,Ranjheya Ve,Zain Zohaib,Zain Zohaib,Ranjheya Ve
